player,mins_played,goals,expected_goals,total_scoring_att,ontarget_scoring_att,accurate_pass_per_match_hub,goal_assist,accurate_pass,accurate_cross,corner_taken,total_att_assist,aerial_duel,aerial_duel_per,fouls,was_fouled,total_offside,yellow_card,total_red_card,club,side,match_id
R. Benetti,5,0,0,0,0,70,0,7,0,0,0,0,0,0,0,0,0,0,DAL,home,698208f2
S. Sarver,19,0,0.1,1,0,20,0,1,0,0,0,0,0,2,1,0,1,0,DAL,home,698208f2
O. Urhoghide,90,0,0.15,1,0,88.9,0,56,0,0,0,10,83.33,1,4,0,1,0,DAL,home,698208f2
K. Ferreira,90,0,0,0,0,80.7,0,46,1,0,1,1,100,1,3,0,1,0,DAL,home,698208f2
L. Deedson,28,0,0,0,0,80,0,8,0,0,0,0,0,0,0,0,0,0,DAL,home,698208f2
C. Cappis,85,0,0.03,1,0,89.2,0,33,0,0,3,2,100,0,2,0,0,0,DAL,home,698208f2
R. Binyamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,home,698208f2
H. Johansson,71,0,0,0,0,89.7,0,26,2,0,3,1,50,0,0,0,0,0,DAL,home,698208f2
J. Valiente,28,0,0,0,0,88.2,0,15,0,3,1,0,0,0,0,0,0,0,DAL,home,698208f2
B. Acosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,away,698208f2
A. Nájar,87,0,0,0,0,87.7,0,57,0,0,0,0,0,0,2,0,0,0,NSH,away,698208f2
J. Willis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,away,698208f2
D. Lovitz,90,0,0,0,0,84,0,42,0,0,0,2,66.67,0,1,0,0,0,NSH,away,698208f2
J. Maher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,away,698208f2
J. Bauer,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,away,698208f2
H. Mukhtar,87,0,0.06,1,0,91.4,0,32,0,0,3,0,0,0,1,0,0,0,NSH,away,698208f2
A. Muyl,18,0,0,0,0,66.7,0,4,0,0,0,0,0,1,3,0,0,0,NSH,away,698208f2
C. Espinoza,88,0,0.31,2,0,76.3,0,29,1,3,2,0,0,1,0,1,0,0,NSH,away,698208f2
R. Baker-Whiting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSH,away,698208f2
J. Knight,2,0,0,0,0,50,0,1,0,0,0,0,0,1,0,0,0,0,NSH,away,698208f2
W. Pacius,14,0,0.11,1,0,100,0,3,0,0,0,2,50,3,0,0,0,0,NSH,away,698208f2
W. Madrigal,76,0,0.05,2,1,76.5,0,13,0,0,0,1,20,1,1,0,0,0,NSH,away,698208f2
M. Corcoran,84,0,0,0,0,90.4,0,75,0,0,0,0,0,3,0,0,1,0,NSH,away,698208f2
P. Yazbek,90,0,0,0,0,86,0,37,0,0,0,0,0,3,1,0,0,0,NSH,away,698208f2
J. Palacios,90,0,0.12,1,0,96.7,0,59,0,0,0,3,33.33,0,0,1,0,0,NSH,away,698208f2
E. Tagseth,72,0,0,0,0,85.7,0,24,0,0,0,0,0,1,0,0,0,0,NSH,away,698208f2
A. Qasem,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NSH,away,698208f2
M. Woledzi,90,0,0,0,0,92.3,0,48,0,0,0,2,50,1,0,0,0,0,NSH,away,698208f2
