player,mins_played,goals,expected_goals,total_scoring_att,ontarget_scoring_att,accurate_pass_per_match_hub,goal_assist,accurate_pass,accurate_cross,corner_taken,total_att_assist,aerial_duel,aerial_duel_per,fouls,was_fouled,total_offside,yellow_card,total_red_card,club,side,match_id
R. Gregório Teixeira,90,0,0.14,1,0,82.6,0,38,1,0,2,1,100,1,0,0,0,0,MTL,home,8e29fa31
F. Álvarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MTL,home,8e29fa31
J. Sosa,90,0,0.14,2,1,89.2,0,33,0,0,1,1,50,5,0,0,0,0,MTL,home,8e29fa31
M. Cóccaro,26,0,0,0,0,90,0,9,0,0,0,0,0,2,1,1,0,0,MTL,home,8e29fa31
M. Robinson,90,0,0,0,0,87.7,0,50,0,0,1,3,75,1,1,0,0,0,CIN,away,8e29fa31
K. Keller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,away,8e29fa31
E. Louro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,away,8e29fa31
M. Miazga,90,0,0,0,0,82.1,0,55,0,0,0,3,100,1,1,0,0,0,CIN,away,8e29fa31
A. Powell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,away,8e29fa31
N. Hagglund,18,0,0,0,0,91.7,0,11,0,0,0,1,100,0,1,0,0,0,CIN,away,8e29fa31
I. Murphy,72,0,0,0,0,90.9,0,40,0,0,1,0,0,3,1,0,1,0,CIN,away,8e29fa31
O. Nwobodo,78,0,0,0,0,89.5,0,34,0,0,0,1,50,0,1,0,0,0,CIN,away,8e29fa31
L. Acosta,90,0,0.08,2,1,76.3,1,45,0,1,2,0,0,2,1,0,0,0,CIN,away,8e29fa31
Y. Kubo,90,1,0.32,2,2,76.2,0,16,0,0,1,0,0,1,3,3,0,0,CIN,away,8e29fa31
S. Santos,1,0,0,0,0,100,0,3,0,0,0,1,100,0,0,0,0,0,CIN,away,8e29fa31
C. Baird,18,0,0,0,0,100,0,3,0,0,0,0,0,0,1,3,0,0,CIN,away,8e29fa31
D. Yedlin,90,0,0,0,0,89.3,0,25,0,0,0,0,0,0,1,1,1,0,CIN,away,8e29fa31
B. Halsey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,away,8e29fa31
G. Valenzuela,12,0,0.1,1,0,75,0,6,0,0,0,0,0,0,0,0,0,0,CIN,away,8e29fa31
M. Pinto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,away,8e29fa31
A. Boupendza,72,0,0.03,1,1,56.3,0,9,0,0,0,1,50,1,2,0,0,0,CIN,away,8e29fa31
P. Bucha,89,0,0.04,1,0,93.6,1,44,0,0,0,1,50,1,0,0,0,0,CIN,away,8e29fa31
L. Orellano,90,0,0.03,1,0,78.2,0,43,0,3,1,0,0,1,2,0,1,0,CIN,away,8e29fa31
W. Omsberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,home,4358c7d6
W. Sands,90,0,0,0,0,79,0,15,0,0,0,2,40,2,1,0,0,0,NE,home,4358c7d6
L. Campana,61,0,0.15,2,1,50,0,4,0,0,0,2,50,1,1,0,0,0,NE,home,4358c7d6
A. Farrell,19,0,0,0,0,100,0,5,0,0,0,0,0,0,2,0,0,0,NE,home,4358c7d6
B. Bye,4,0,0,0,0,66.7,0,2,0,0,0,0,0,0,0,0,0,0,NE,home,4358c7d6
C. Gil,90,0,0,0,0,79.7,1,51,1,2,3,0,0,0,2,0,0,0,NE,home,4358c7d6
T. Beason,90,0,0,0,0,90,0,27,0,0,0,2,66.67,0,0,0,0,0,NE,home,4358c7d6
J. Yueill,71,0,0,0,0,82.5,0,33,0,0,0,0,0,0,3,0,0,0,NE,home,4358c7d6
A. Bono,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,home,4358c7d6
K. Hughes,90,0,0.17,2,1,85.7,0,30,0,0,0,7,63.64,1,1,0,0,0,NE,home,4358c7d6
E. Klein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,home,4358c7d6
T. Chancalay,29,0,0,0,0,60,0,6,0,0,0,0,0,1,2,0,0,0,NE,home,4358c7d6
G. Diarbian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,home,4358c7d6
L. Langoni,4,0,0,0,0,66.7,0,2,0,0,0,0,0,1,0,0,1,0,NE,home,4358c7d6
A. Yusuf,90,1,0.43,2,1,83,0,44,0,0,0,3,100,2,0,0,0,0,NE,home,4358c7d6
M. Fofana,86,0,0,0,0,91.3,0,42,0,0,0,1,100,0,1,0,0,0,NE,home,4358c7d6
A. Oyirwoth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE,home,4358c7d6
I. Feingold,86,0,0,0,0,84.8,0,28,1,0,1,0,0,1,3,0,0,0,NE,home,4358c7d6
D. Turgeman,90,1,0.31,2,1,82.6,0,19,0,0,1,2,66.67,1,0,1,1,0,NE,home,4358c7d6
A. Gutman,90,0,0.15,2,0,74.4,0,29,0,0,1,0,0,4,0,0,0,0,CHI,away,4358c7d6
J. Waterman,90,0,0,0,0,87.6,0,78,0,0,0,2,66.67,0,1,0,0,0,CHI,away,4358c7d6
M. Pineda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,away,4358c7d6
S. Oregel,45,0,0.06,1,0,93.8,0,30,0,0,1,0,0,1,1,0,0,0,CHI,away,4358c7d6
B. Gutiérrez,45,0,0.15,2,2,92.7,0,38,0,0,5,0,0,1,3,0,0,0,CHI,away,4358c7d6
K. Acosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,away,4358c7d6
O. González,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,away,4358c7d6
T. Barlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,away,4358c7d6
J. Elliott,90,0,0.04,1,0,89.4,0,59,0,0,0,4,44.44,2,0,0,1,0,CHI,away,4358c7d6
J. Dean,81,0,0,0,0,90.3,0,28,0,0,0,3,75,0,1,0,0,0,CHI,away,4358c7d6
J. Gal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,away,4358c7d6
M. Haile-Selassie,32,0,0.08,1,0,80,1,12,0,0,1,0,0,0,0,0,0,0,CHI,away,4358c7d6
J. Reynolds,9,0,0,0,0,88.9,0,8,0,0,0,0,0,0,0,0,0,0,CHI,away,4358c7d6
S. Rogers,45,0,0,0,0,97.3,0,36,0,0,0,0,0,1,0,0,0,0,CHI,away,4358c7d6
H. Cuypers,90,0,0.28,2,0,76.2,1,16,0,0,2,2,33.33,1,0,0,0,0,CHI,away,4358c7d6
J. Bamba,58,0,0.09,1,1,81.5,0,22,0,1,3,0,0,2,2,0,0,0,CHI,away,4358c7d6
P. Zinckernagel,90,1,0.75,4,2,75,0,33,1,4,1,0,0,4,2,0,0,0,CHI,away,4358c7d6
R. Kouamé,45,0,0.02,1,0,95.6,0,43,0,0,0,0,0,0,0,0,0,0,CHI,away,4358c7d6
D. D’Avilla,90,0,0.03,1,0,91.1,0,72,0,0,1,2,100,1,0,0,0,0,CHI,away,4358c7d6
A. Sejdić,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,2aa1eccc
L. Lappalainen,13,0,0,0,0,62.5,0,5,0,0,0,0,0,1,0,0,0,0,CLB,home,2aa1eccc
D. Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,2aa1eccc
E. Bush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CLB,home,2aa1eccc
S. Moreira,90,0,0.26,1,1,90.1,0,73,0,0,0,0,0,1,0,0,0,0,CLB,home,2aa1eccc
D. Nagbe,90,0,0.06,2,0,96.1,0,49,0,0,0,0,0,0,2,0,0,0,CLB,home,2aa1eccc
S. Zawadzki,90,0,0,0,0,89.7,0,52,0,0,2,3,42.86,2,1,0,1,0,CLB,home,2aa1eccc
J. Russell-Rowe,77,0,1.07,4,2,88.2,0,15,0,0,0,0,0,2,1,0,0,0,CLB,home,2aa1eccc
D. Gazdag,90,0,0.3,2,0,86.4,0,38,0,0,0,1,100,0,1,1,0,0,CLB,home,2aa1eccc
C. Mrowka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,2aa1eccc
D. Rossi,90,1,1,5,2,92.9,0,39,0,6,1,0,0,0,0,0,0,0,CLB,home,2aa1eccc
T. Habroune,20,0,0,0,0,84.6,0,11,0,0,1,0,0,1,0,0,0,0,CLB,home,2aa1eccc
M. Arfsten,90,0,0.06,1,0,93.6,0,44,1,0,1,1,33.33,0,0,0,0,0,CLB,home,2aa1eccc
A. Romero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,2aa1eccc
I. Aliyu,90,0,0.21,2,1,82.6,0,19,2,0,4,1,100,2,0,2,0,0,CLB,home,2aa1eccc
Y. Cheberko,90,0,0,0,0,90.5,0,57,1,0,1,0,0,1,1,1,0,0,CLB,home,2aa1eccc
T. Brown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,2aa1eccc
D. Chambost,70,0,0.04,1,1,86.6,0,71,1,3,1,0,0,2,0,0,0,0,CLB,home,2aa1eccc
C. Ruvalcaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLB,home,2aa1eccc
J. Otero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,away,2aa1eccc
R. Jansson,90,0,0,0,0,82.3,0,28,0,0,0,1,100,1,0,0,1,0,ORL,away,2aa1eccc
R. Schlegel,90,0,0,0,0,90.6,0,29,0,0,0,0,0,1,1,0,0,0,ORL,away,2aa1eccc
K. Smith,1,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,ORL,away,2aa1eccc
A. Freeman,90,0,0,0,0,84.8,1,28,0,0,2,1,50,0,0,1,0,0,ORL,away,2aa1eccc
I. Angulo,89,0,0,0,0,88,2,22,2,0,2,0,0,0,3,0,0,0,ORL,away,2aa1eccc
C. Araújo,90,0,0,0,0,96.9,0,31,0,0,1,0,0,0,3,0,0,0,ORL,away,2aa1eccc
E. Atuesta,90,0,0,0,0,87.5,0,28,1,0,2,0,0,0,1,0,0,0,ORL,away,2aa1eccc
Z. Taifi,6,0,0,0,0,75,0,3,0,0,0,1,100,0,0,0,0,0,ORL,away,2aa1eccc
R. Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,away,2aa1eccc
D. Thorhallsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,away,2aa1eccc
M. Ojeda,90,1,0.2,2,1,78.1,2,25,1,1,0,1,100,0,1,0,0,0,ORL,away,2aa1eccc
R. Enrique,23,2,1.12,2,2,66.7,0,4,0,0,0,2,100,1,1,1,0,0,ORL,away,2aa1eccc
D. Brekalo,90,0,0,0,0,83.3,0,30,1,0,0,1,100,0,2,0,0,0,ORL,away,2aa1eccc
L. Muriel,67,0,0.48,2,1,55.6,0,10,0,0,0,3,50,3,0,1,0,0,ORL,away,2aa1eccc
C. Guske,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,away,2aa1eccc
G. Caraballo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,away,2aa1eccc
M. Pašalić,84,0,0.21,4,2,81.3,0,13,0,0,1,0,0,1,0,0,0,0,ORL,away,2aa1eccc
N. Rodríguez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORL,away,2aa1eccc
J. Gallagher,90,0,0,0,0,90.7,0,49,1,0,2,1,50,1,0,0,1,0,ATX,home,4599bff3
J. Cascante,83,0,0.04,1,1,93.1,0,95,0,0,0,3,75,1,0,0,1,0,ATX,home,4599bff3
Z. Kolmanic,15,0,0.02,1,0,85.7,2,12,2,1,3,0,0,0,0,0,0,0,ATX,home,4599bff3
J. Valencia,90,0,0,0,0,93,0,53,0,0,0,1,33.33,2,2,0,0,0,ATX,home,4599bff3
A. Ring,83,0,0.02,1,0,85.1,0,40,1,4,1,0,0,1,0,0,1,0,ATX,home,4599bff3
E. Finlay,28,1,0.35,2,1,100,0,6,0,0,0,0,0,0,0,0,0,0,ATX,home,4599bff3
H. Jimenez,75,0,0.04,1,0,90.9,0,40,0,0,1,0,0,2,0,1,1,0,ATX,home,4599bff3
O. Wolff,90,0,0.07,1,0,91.8,0,45,0,0,0,1,50,1,0,0,0,0,ATX,home,4599bff3
S. Driussi,90,1,1.19,4,1,81.6,1,40,1,0,1,0,0,0,3,1,1,0,ATX,home,4599bff3
D. Rubio,75,0,0.27,3,1,92.9,0,13,0,0,0,0,0,0,2,0,0,0,ATX,home,4599bff3
G. Zardes,15,0,0,0,0,66.7,0,2,0,0,0,0,0,1,0,0,0,0,ATX,home,4599bff3
B. Hines-Ike,7,1,0.34,1,1,100,0,15,0,0,0,1,100,1,0,0,0,0,ATX,home,4599bff3
M. Hedges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATX,home,4599bff3
J. Obrian,62,0,0.02,1,0,75,0,18,1,0,1,0,0,1,0,0,0,0,ATX,home,4599bff3
S. Cleveland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATX,home,4599bff3
C. Fodrey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATX,home,4599bff3
M. Burton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATX,home,4599bff3
E. Torres,7,0,0,0,0,100,0,3,0,0,0,0,0,0,0,0,0,0,ATX,home,4599bff3
O. Svatok,90,0,0,0,0,93.8,0,76,0,0,0,4,80,2,0,0,1,0,ATX,home,4599bff3
D. Mihailovic,7,0,0,0,0,60,0,3,0,1,0,0,0,0,0,0,0,0,COL,away,4599bff3
K. Rosenberry,90,0,0,0,0,73.1,0,19,0,0,0,1,100,0,0,0,0,0,COL,away,4599bff3
L. Abubakar,45,0,0,0,0,93.8,1,15,0,0,1,0,0,2,0,0,1,0,COL,away,4599bff3
J. Lewis,87,0,0.11,1,1,80,0,16,0,0,2,0,0,0,2,3,0,0,COL,away,4599bff3
O. Larraz,90,0,0,0,0,92.6,0,25,0,0,0,0,0,2,2,0,0,0,COL,away,4599bff3
D. Yapi,3,0,0,0,0,25,0,1,0,0,0,1,100,0,0,0,0,0,COL,away,4599bff3
C. Harris,59,0,0.06,1,1,81.8,0,9,0,0,0,1,50,0,0,0,0,0,COL,away,4599bff3
K. Cabral,24,0,0.56,2,2,100,0,3,0,0,0,0,0,0,1,0,0,0,COL,away,4599bff3
O. Fernández,87,1,1.02,2,1,68.4,0,13,0,0,1,0,0,0,4,0,0,0,COL,away,4599bff3
J. Löffelsend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,away,4599bff3
S. Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,away,4599bff3
S. Vines,45,0,0,0,0,78.6,0,11,0,0,0,1,100,0,0,0,0,0,COL,away,4599bff3
E. Bandre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,away,4599bff3
A. Maxsø,90,0,0,0,0,91.7,0,33,0,0,0,2,50,0,0,0,0,0,COL,away,4599bff3
C. Ronan,90,0,0.17,1,1,80,0,36,1,2,1,0,0,1,0,0,0,0,COL,away,4599bff3
R. Navarro,90,1,0.43,3,1,82.3,0,14,0,0,2,4,50,1,4,1,0,0,COL,away,4599bff3
R. Cannon,90,0,0,0,0,85.3,0,29,0,0,0,0,0,1,0,0,0,0,COL,away,4599bff3
W. Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COL,away,4599bff3
K. Stewart-Baynes,3,0,0,0,0,100,0,2,0,0,0,0,0,0,0,0,0,0,COL,away,4599bff3
