event_id,match_id,event_minute,event_type,event_comment
8,91632e9e,8',Foul,"Rafael Santos (St. Louis CITY SC) wins a free kick, after being fouled by Nicolás Fernández (New York City Football Club)."
7,91632e9e,8',Attempt Saved,Attempt blocked. Agustín Ojeda's (New York City Football Club) with right footed shot from the center of the box with an xG of 18% is blocked by Dante Polvara.
6,91632e9e,6',Attempt Saved,Attempt saved. Tayvon Gray's (New York City Football Club) with right footed shot from the right side of the box with an xG of 5% is saved by Roman Bürki.
5,91632e9e,6',Attempt Saved,Attempt blocked. Tayvon Gray's (New York City Football Club) with header from the center of the box with an xG of 11% is blocked by Dante Polvara.
4,91632e9e,6',Corner,"Corner from the left, (New York City Football Club). Executed by Maxi Moralez."
3,91632e9e,3',Attempt Missed,Attempt missed. Keaton Parks's (New York City Football Club) with right footed shot from the center of the box with an xG of 19% goes over.
2,91632e9e,2',Foul,"Dante Polvara (St. Louis CITY SC) wins a free kick, after being fouled by Nicolás Fernández (New York City Football Club)."
1,91632e9e,1',Attempt Saved,Attempt blocked. Daniel Edelman's (St. Louis CITY SC) with left footed shot from the central position outside the box with an xG of 4% is blocked by Thiago Martins.
89,c05ac163,90'+9,Corner,"Corner from the left, (Philadelphia Union). Executed by Cavan Sullivan."
88,c05ac163,90'+8,Attempt Saved,Attempt blocked. Stas Korzeniowski's (Philadelphia Union) with right footed shot from the central position outside the box with an xG of 2% is blocked by Morrison Agyemang.
87,c05ac163,90'+7,Foul,"Wilfried Zaha (Charlotte FC) wins a free kick, after being fouled by Stas Korzeniowski (Philadelphia Union)."
86,c05ac163,90'+6,Foul,"Stas Korzeniowski (Philadelphia Union) wins a free kick, after being fouled by Tim Ream (Charlotte FC)."
85,c05ac163,90'+5,Foul,"Tim Ream (Charlotte FC) wins a free kick, after being fouled by Malik Jakupovic (Philadelphia Union)."
84,c05ac163,90'+4,Foul,"Harry Toffolo (Charlotte FC) wins a free kick, after being fouled by Danley Jean Jacques (Philadelphia Union)."
83,c05ac163,90'+2,Offside,"Offside, Charlotte FC. Archie Goodwin is caught offside."
82,c05ac163,90'+2,Attempt Saved,Attempt saved. Wilfried Zaha's (Charlotte FC) with left footed shot from the center of the box with an xG of 5% is saved by Andre Blake.
81,c05ac163,90'+1,Yellow Card,Cavan Sullivan (Philadelphia Union) is shown the yellow card
80,c05ac163,90'+1,Foul,"Ashley Westwood (Charlotte FC) wins a free kick, after being fouled by Cavan Sullivan (Philadelphia Union)."
79,c05ac163,90',Substitution,"Substitution: I. Toklomati out, A. Goodwin in"
78,c05ac163,90',Substitution,"Substitution: P. Biel out, B. Bronico in"
77,c05ac163,90',Attempt Missed,Attempt missed. Danley Jean Jacques's (Philadelphia Union) with right footed shot from the right half-space outside the box with an xG of 2% goes over to the right.
76,c05ac163,88',Foul,"Nathan Byrne (Charlotte FC) wins a free kick, after being fouled by Olwethu Makhanya (Philadelphia Union)."
75,c05ac163,87',Yellow Card,Kristijan Kahlina (Charlotte FC) is shown the yellow card
74,c05ac163,86',Attempt Missed,Attempt missed. Cavan Sullivan's (Philadelphia Union) with header from the center of the box with an xG of 18% misses to the left.
73,c05ac163,86',Foul,"Jesús Bueno (Philadelphia Union) wins a free kick, after being fouled by Luca de la Torre (Charlotte FC)."
72,c05ac163,85',Foul,"Nathan Byrne (Charlotte FC) wins a free kick, after being fouled by Philippe Ndinga (Philadelphia Union)."
71,c05ac163,85',Foul,"Nathan Byrne (Charlotte FC) wins a free kick, after being fouled by Philippe Ndinga (Philadelphia Union)."
70,c05ac163,84',Substitution,"Substitution: J. Sery Larsen out, P. Ndinga in"
69,c05ac163,84',Substitution,"Substitution: M. Iloski out, S. Korzeniowski in"
68,c05ac163,84',Substitution,"Substitution: B. Damiani out, M. Jakupovic in"
67,c05ac163,83',Yellow Card,Morrison Agyemang (Charlotte FC) is shown the yellow card
66,c05ac163,83',Foul,"Jesús Bueno (Philadelphia Union) wins a free kick, after being fouled by Morrison Agyemang (Charlotte FC)."
65,c05ac163,82',Corner,"Corner from the left, (Charlotte FC). Executed by Ashley Westwood."
64,c05ac163,82',Attempt Saved,Attempt saved. Liel Abada's (Charlotte FC) with left footed shot from the center of the box with an xG of 24% is saved by Andre Blake.
63,c05ac163,81',Foul,"Ashley Westwood (Charlotte FC) wins a free kick, after being fouled by Jovan Lukic (Philadelphia Union)."
62,c05ac163,80',Corner,"Goal! 2:1. Wilfried Zaha (Charlotte FC) scored with right footed shot from the center of the box with an xG of 30% to the bottom right corner. Assisted by Pep Biel, second assist by Luca de la Torre."
61,c05ac163,78',Corner,"Goal! 1:1. Danley Jean Jacques (Philadelphia Union) scored with right footed shot from the center of the box with an xG of 37% to the top left corner. Assisted by Cavan Sullivan, second assist by Nathan Harriel."
60,c05ac163,77',Substitution,"Substitution: I. Vassilev out, C. Sullivan in"
59,c05ac163,76',Yellow Card,Nathan Harriel (Philadelphia Union) is shown the yellow card
58,c05ac163,76',Foul,"Harry Toffolo (Charlotte FC) wins a free kick, after being fouled by Nathan Harriel (Philadelphia Union)."
57,c05ac163,76',Attempt Missed,Attempt missed. Bruno Damiani's (Philadelphia Union) with header from the center of the box with an xG of 5% misses to the left.
56,c05ac163,74',Attempt Saved,Attempt saved. Jesús Bueno's (Philadelphia Union) with left footed shot from the center of the box with an xG of 10% is saved by Kristijan Kahlina.
55,c05ac163,73',Corner,"Corner from the left, (Charlotte FC). Executed by Ashley Westwood."
54,c05ac163,70',Attempt Missed,Attempt missed. Frankie Westfield's (Philadelphia Union) with right footed shot from the left half-space outside the box with an xG of 4% goes over.
53,c05ac163,69',Attempt Missed,Bruno Damiani (Philadelphia Union) with header from the center of the box with an xG of 13%.
52,c05ac163,68',Foul,"Frankie Westfield (Philadelphia Union) wins a free kick, after being fouled by Liel Abada (Charlotte FC)."
51,c05ac163,67',Corner,"Corner from the right, (Philadelphia Union). Executed by Milan Iloski."
50,c05ac163,66',Attempt Saved,Attempt saved. Milan Iloski's (Philadelphia Union) with right footed shot from the center of the box with an xG of 8% is saved by Kristijan Kahlina.
49,c05ac163,65',Substitution,"Substitution: D. Diani out, L. de la Torre in"
48,c05ac163,65',Substitution,"Substitution: K. Vargas out, L. Abada in"
47,c05ac163,64',Substitution,"Substitution: E. Alladoh out, J. Bueno in"
46,c05ac163,63',Foul,"Milan Iloski (Philadelphia Union) wins a free kick, after being fouled by Djibril Diani (Charlotte FC)."
45,c05ac163,63',Attempt Saved,Attempt blocked. Ezekiel Alladoh's (Philadelphia Union) with header from the center of the box with an xG of 5% is blocked by Idan Toklomati.
44,c05ac163,62',Corner,"Corner from the right, (Philadelphia Union). Executed by Milan Iloski."
43,c05ac163,62',Corner,"Corner from the right, (Philadelphia Union). Executed by Milan Iloski."
42,c05ac163,62',Attempt Saved,Attempt blocked. Olwethu Makhanya's (Philadelphia Union) with header from the center of the box with an xG of 5% is blocked by Morrison Agyemang.
41,c05ac163,61',Attempt Saved,Attempt blocked. Olwethu Makhanya's (Philadelphia Union) with right footed shot from the center of the box with an xG of 4% is blocked by Idan Toklomati.
40,c05ac163,61',Attempt Saved,Attempt blocked. Olwethu Makhanya's (Philadelphia Union) with header from the center of the box with an xG of 2% is blocked by Idan Toklomati.
39,c05ac163,61',Corner,"Corner from the right, (Philadelphia Union). Executed by Milan Iloski."
38,c05ac163,53',Foul,"Tim Ream (Charlotte FC) wins a free kick, after being fouled by Bruno Damiani (Philadelphia Union)."
37,c05ac163,51',Foul,"Pep Biel (Charlotte FC) wins a free kick, after being fouled by Jovan Lukic (Philadelphia Union)."
36,c05ac163,50',Attempt Missed,Attempt missed. Bruno Damiani's (Philadelphia Union) with right footed shot from the center of the box with an xG of 13% misses to the right.
35,c05ac163,48',Foul,"Kristijan Kahlina (Charlotte FC) wins a free kick, after being fouled by Ezekiel Alladoh (Philadelphia Union)."
34,c05ac163,48',Corner,"Corner from the left, (Philadelphia Union). Executed by Milan Iloski."
33,c05ac163,46',Foul,"Milan Iloski (Philadelphia Union) wins a free kick, after being fouled by Djibril Diani (Charlotte FC)."
32,c05ac163,45'+2,Yellow Card,Bruno Damiani (Philadelphia Union) is shown the yellow card
31,c05ac163,45'+2,Foul,"Harry Toffolo (Charlotte FC) wins a free kick, after being fouled by Bruno Damiani (Philadelphia Union)."
30,c05ac163,45'+1,Attempt Saved,Attempt blocked. Pep Biel's (Charlotte FC) with left footed shot from the center of the box with an xG of 5% is blocked by Nathan Byrne.
29,c05ac163,45'+1,Corner,"Corner from the left, (Charlotte FC). Executed by Ashley Westwood."
28,c05ac163,44',Attempt Saved,Attempt blocked. Ezekiel Alladoh's (Philadelphia Union) with left footed shot from the right half-space outside the box with an xG of 2% is blocked by Tim Ream.
27,c05ac163,44',Attempt Saved,Attempt saved. Wilfried Zaha's (Charlotte FC) with right footed shot from the center of the box with an xG of 23% is saved by Andre Blake.
26,c05ac163,44',Corner,"Corner from the right, (Philadelphia Union). Executed by Indiana Vassilev."
25,c05ac163,42',Yellow Card,Wilfried Zaha (Charlotte FC) is shown the yellow card
24,c05ac163,42',Foul,"Nathan Harriel (Philadelphia Union) wins a free kick, after being fouled by Wilfried Zaha (Charlotte FC)."
23,c05ac163,37',Corner,"Corner from the left, (Charlotte FC). Executed by Ashley Westwood."
22,c05ac163,35',Foul,"Kerwin Vargas (Charlotte FC) wins a free kick, after being fouled by Jovan Lukic (Philadelphia Union)."
21,c05ac163,34',Foul,"Djibril Diani (Charlotte FC) wins a free kick, after being fouled by Bruno Damiani (Philadelphia Union)."
20,c05ac163,32',Foul,"Ezekiel Alladoh (Philadelphia Union) wins a free kick, after being fouled by Morrison Agyemang (Charlotte FC)."
19,c05ac163,30',Corner,Goal! 1:0. Ashley Westwood (Charlotte FC) scored with right footed shot from the center of the box with an xG of 9% to the bottom left corner.
18,c05ac163,27',Attempt Saved,Attempt blocked. Djibril Diani's (Charlotte FC) with right footed shot from the central position outside the box with an xG of 10% is blocked by Jovan Lukic.
17,c05ac163,24',Foul,"Wilfried Zaha (Charlotte FC) wins a free kick, after being fouled by Milan Iloski (Philadelphia Union)."
16,c05ac163,22',Foul,Foul by Frankie Westfield (Philadelphia Union).
15,c05ac163,21',Foul,"Wilfried Zaha (Charlotte FC) wins a free kick, after being fouled by Milan Iloski (Philadelphia Union)."
14,c05ac163,20',Attempt Saved,Attempt blocked. Frankie Westfield's (Philadelphia Union) with right footed shot from the left half-space outside the box with an xG of 2% is blocked by Djibril Diani.
13,c05ac163,19',Yellow Card,Djibril Diani (Charlotte FC) is shown the yellow card
12,c05ac163,19',Foul,"Indiana Vassilev (Philadelphia Union) wins a free kick, after being fouled by Djibril Diani (Charlotte FC)."
11,c05ac163,14',Foul,"Ezekiel Alladoh (Philadelphia Union) wins a free kick, after being fouled by Djibril Diani (Charlotte FC)."
10,c05ac163,13',Foul,"Wilfried Zaha (Charlotte FC) wins a free kick, after being fouled by Nathan Harriel (Philadelphia Union)."
9,c05ac163,12',Yellow Card,Frankie Westfield (Philadelphia Union) is shown the yellow card
8,c05ac163,12',Foul,"Kerwin Vargas (Charlotte FC) wins a free kick, after being fouled by Frankie Westfield (Philadelphia Union)."
7,c05ac163,11',Foul,Foul by Bruno Damiani (Philadelphia Union).
6,c05ac163,8',Corner,"Corner from the right, (Charlotte FC). Executed by Pep Biel."
5,c05ac163,7',Offside,"Offside, Philadelphia Union. Milan Iloski is caught offside."
4,c05ac163,7',Attempt Missed,Attempt missed. Djibril Diani's (Charlotte FC) with header from the center of the box with an xG of 12% misses to the left.
3,c05ac163,6',Corner,"Corner from the left, (Charlotte FC). Executed by Kerwin Vargas."
2,c05ac163,5',Foul,"Idan Toklomati (Charlotte FC) wins a free kick, after being fouled by Japhet Sery Larsen (Philadelphia Union)."
1,c05ac163,4',Attempt Missed,Attempt missed. Pep Biel's (Charlotte FC) with left footed shot from the center of the box with an xG of 10% misses to the left.
94,c21a2e5d,90'+4,Attempt Saved,Attempt saved. Ian Harkes's (San Jose Earthquakes) with left footed shot from the center of the box with an xG of 25% is saved by Duran Ferree.
93,c21a2e5d,90'+3,Yellow Card,Niko Tsakiris (San Jose Earthquakes) is shown the yellow card
92,c21a2e5d,90'+3,Foul,"Luca Bombino (San Diego FC) wins a free kick, after being fouled by Niko Tsakiris (San Jose Earthquakes)."
91,c21a2e5d,90'+2,Attempt Saved,Attempt blocked. Nick Fernandez's (San Jose Earthquakes) with right footed shot from the left half-space outside the box with an xG of 3% is blocked by Wilson Eisner.
90,c21a2e5d,90'+2,Corner,"Corner from the right, (San Jose Earthquakes). Executed by Niko Tsakiris."
89,c21a2e5d,89',Foul,"Wilson Eisner (San Diego FC) wins a free kick, after being fouled by Nick Fernandez (San Jose Earthquakes)."
88,c21a2e5d,88',Foul,"Bryan Zamblé (San Diego FC) wins a free kick, after being fouled by Benji Kikanovic (San Jose Earthquakes)."
87,c21a2e5d,87',Attempt Saved,Attempt blocked. Wilson Eisner's (San Diego FC) with right footed shot from the center of the box with an xG of 18% is blocked by Daniel Munie.
86,c21a2e5d,86',Foul,"Bryan Zamblé (San Diego FC) wins a free kick, after being fouled by Daniel Munie (San Jose Earthquakes)."
85,c21a2e5d,86',Substitution,"Substitution: R. Vieira out, I. Harkes in"
84,c21a2e5d,84',Attempt Saved,Attempt blocked. Nick Fernandez's (San Jose Earthquakes) with left footed shot from the left half-space outside the box with an xG of 3% is blocked by Aníbal Godoy.
83,c21a2e5d,83',Foul,"Paul Marie (San Jose Earthquakes) wins a free kick, after being fouled by Luca Bombino (San Diego FC)."
82,c21a2e5d,82',Foul,"Paul Marie (San Jose Earthquakes) wins a free kick, after being fouled by Luca Bombino (San Diego FC)."
81,c21a2e5d,81',Offside,"Offside, San Diego FC. Aníbal Godoy is caught offside."
80,c21a2e5d,81',Foul,"Aníbal Godoy (San Diego FC) wins a free kick, after being fouled by Nick Fernandez (San Jose Earthquakes)."
79,c21a2e5d,80',Attempt Saved,Attempt blocked. Anders Dreyer's (San Diego FC) with left footed shot from the center of the box with an xG of 7% is blocked by Daniel Munie.
78,c21a2e5d,78',Substitution,"Substitution: O. Valakari out, A. Mighten in"
77,c21a2e5d,78',Substitution,"Substitution: O. Verhoeven out, W. Kumado in"
76,c21a2e5d,77',Yellow Card,Jonathan González (San Jose Earthquakes) is shown the yellow card
75,c21a2e5d,77',Foul,"Jeppe Tverskov (San Diego FC) wins a free kick, after being fouled by Jonathan González (San Jose Earthquakes)."
74,c21a2e5d,76',Attempt Saved,Attempt blocked. Nick Fernandez's (San Jose Earthquakes) with right footed shot from the central position outside the box with an xG of 8% is blocked by Wilson Eisner.
73,c21a2e5d,75',Offside,"Offside, San Diego FC. Luca Bombino is caught offside."
72,c21a2e5d,73',Attempt Saved,Attempt blocked. Dave Romney's (San Jose Earthquakes) with header from the center of the box with an xG of 16% is blocked by Benji Kikanovic.
71,c21a2e5d,73',Corner,"Corner from the left, (San Jose Earthquakes). Executed by Niko Tsakiris."
70,c21a2e5d,72',Corner,"Corner from the right, (San Jose Earthquakes). Executed by Niko Tsakiris."
69,c21a2e5d,71',Attempt Saved,Attempt blocked. Daniel Munie's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 26% is blocked by Paul Marie.
68,c21a2e5d,71',Attempt Missed,Dave Romney (San Jose Earthquakes) with header from the center of the box with an xG of 16%.
67,c21a2e5d,71',Corner,"Corner from the left, (San Jose Earthquakes). Executed by Niko Tsakiris."
66,c21a2e5d,71',Attempt Saved,Attempt blocked. Preston Judd's (San Jose Earthquakes) with right footed shot from the center of the box with an xG of 5% is blocked by Osvald Søe.
65,c21a2e5d,70',Substitution,"Substitution: O. Bouda out, N. Fernandez in"
