event_id,match_id,event_minute,event_type,event_comment
41,64386c44,73',Corner,"Corner from the left, (San Diego FC). Executed by Anders Dreyer."
40,64386c44,73',Corner,"Corner from the right, (San Diego FC). Executed by Anders Dreyer."
39,64386c44,72',Corner,"Corner from the left, (San Diego FC). Executed by Amahl Pellegrino."
38,64386c44,72',Substitution,"Substitution: T. Totland out, L. MacNaughton in"
37,64386c44,67',Foul,"Marcus Ingvartsen (San Diego FC) wins a free kick, after being fouled by Dante Polvara (St. Louis CITY SC)."
36,64386c44,64',Substitution,"Substitution: S. Becher out, C. Teuchert in"
35,64386c44,64',Substitution,"Substitution: A. Godoy out, P. Soma in"
34,64386c44,64',Attempt Missed,Attempt missed. Célio Pompeu's (St. Louis CITY SC) with left footed shot from the left half-space outside the box with an xG of 3% misses to the left.
33,64386c44,59',Foul,"Anders Dreyer (San Diego FC) wins a free kick, after being fouled by Dante Polvara (St. Louis CITY SC)."
32,64386c44,58',Substitution,"Substitution: M. Perez out, B. McSorley in"
31,64386c44,58',Substitution,"Substitution: J. Sang-bin out, C. Pompeu in"
30,64386c44,58',Offside,"Offside, San Diego FC. Manu Duah is caught offside."
29,64386c44,57',Foul,"Jeppe Tverskov (San Diego FC) wins a free kick, after being fouled by Daniel Edelman (St. Louis CITY SC)."
28,64386c44,54',Goal,Goal! 2:0. Marcus Ingvartsen (San Diego FC) scored with right footed shot from the center of the box with an xG of 31% to the central bottom zone. Assisted by Anders Dreyer.
27,64386c44,53',Attempt Saved,Attempt saved. Simon Becher's (St. Louis CITY SC) with right footed shot from the center of the box with an xG of 3% is saved by Duran Ferree.
26,64386c44,49',Attempt Saved,Attempt saved. Christopher McVey's (San Diego FC) with header from the center of the box with an xG of 12% is saved by Roman Bürki.
25,64386c44,48',Foul,"Onni Valakari (San Diego FC) wins a free kick, after being fouled by Timo Baumgartl (St. Louis CITY SC)."
24,64386c44,HT,Substitution,"Substitution: R. Santos out, T. Totland in"
23,64386c44,45'+1,Yellow Card,Chris Durkin (St. Louis CITY SC) is shown the yellow card
22,64386c44,45'+1,Foul,"Onni Valakari (San Diego FC) wins a free kick, after being fouled by Chris Durkin (St. Louis CITY SC)."
21,64386c44,45',Offside,"Offside, San Diego FC. Anders Dreyer is caught offside."
20,64386c44,43',Foul,"Simon Becher (St. Louis CITY SC) wins a free kick, after being fouled by Christopher McVey (San Diego FC)."
19,64386c44,41',Attempt Missed,Attempt missed. Simon Becher's (St. Louis CITY SC) with right footed shot from the right side of the box with an xG of 5% goes over.
18,64386c44,40',Foul,"Kieran Sargeant (San Diego FC) wins a free kick, after being fouled by Jeong Sang-bin (St. Louis CITY SC)."
17,64386c44,37',Foul,"Daniel Edelman (St. Louis CITY SC) wins a free kick, after being fouled by Amahl Pellegrino (San Diego FC)."
16,64386c44,36',Foul,"Duran Ferree (San Diego FC) wins a free kick, after being fouled by Simon Becher (St. Louis CITY SC)."
15,64386c44,34',Corner,"Corner from the right, (St. Louis CITY SC). Executed by Rafael Santos."
14,64386c44,31',Attempt Missed,Attempt missed. Christopher McVey's (San Diego FC) with header from the center of the box with an xG of 31% misses to the left.
13,64386c44,30',Foul,"Jeppe Tverskov (San Diego FC) wins a free kick, after being fouled by Miguel Perez (St. Louis CITY SC)."
12,64386c44,28',Foul,"Daniel Edelman (St. Louis CITY SC) wins a free kick, after being fouled by Onni Valakari (San Diego FC)."
11,64386c44,24',Offside,"Offside, St. Louis CITY SC. Miguel Perez is caught offside."
10,64386c44,23',Attempt Missed,Simon Becher (St. Louis CITY SC) with right footed shot from the center of the box with an xG of 70%.
9,64386c44,19',Foul,"Luca Bombino (San Diego FC) wins a free kick, after being fouled by Rafael Santos (St. Louis CITY SC)."
8,64386c44,13',Corner,"Corner from the right, (San Diego FC). Executed by Anders Dreyer."
7,64386c44,13',Attempt Saved,Attempt saved. Marcus Ingvartsen's (San Diego FC) with left footed shot from the left half-space outside the box with an xG of 4% is saved by Roman Bürki.
6,64386c44,11',Corner,"Corner from the left, (San Diego FC). Executed by Amahl Pellegrino."
5,64386c44,10',Attempt Saved,Attempt saved. Onni Valakari's (San Diego FC) with header from the center of the box with an xG of 9% is saved by Roman Bürki.
4,64386c44,8',Foul,"Aníbal Godoy (San Diego FC) wins a free kick, after being fouled by Chris Durkin (St. Louis CITY SC)."
3,64386c44,7',Attempt Missed,Attempt missed. Anders Dreyer's (San Diego FC) with left footed shot from the right side of the box with an xG of 23% goes over to the right.
2,64386c44,3',Corner,"Goal! 1:0. Anders Dreyer (San Diego FC) scored with left footed shot from the center of the box with an xG of 11% to the bottom left corner. Assisted by Marcus Ingvartsen, second assist by Onni Valakari."
1,64386c44,2',Foul,"Manu Duah (San Diego FC) wins a free kick, after being fouled by Simon Becher (St. Louis CITY SC)."
80,9eaa6f0f,90'+12,Offside,"Offside, New York City Football Club. Seymour Reid is caught offside."
79,9eaa6f0f,90'+11,Foul,"Talles Magno (New York City Football Club) wins a free kick, after being fouled by Cavan Sullivan (Philadelphia Union)."
78,9eaa6f0f,90'+9,Corner,"Goal! 1:2. Tayvon Gray (New York City Football Club) scored with header from the center of the box with an xG of 34% to the top left corner. Assisted by Agustín Ojeda, second assist by Talles Magno."
77,9eaa6f0f,90'+9,Attempt Saved,Attempt blocked. Kai Trewin's (New York City Football Club) with right footed shot from the right side of the box with an xG of 6% is blocked by Sal Olivas.
76,9eaa6f0f,90'+7,Attempt Saved,Attempt saved. Agustín Ojeda's (New York City Football Club) with right footed shot from the left side of the box with an xG of 4% is saved by Andre Blake.
75,9eaa6f0f,90'+6,Foul,"Stas Korzeniowski (Philadelphia Union) wins a free kick, after being fouled by Keaton Parks (New York City Football Club)."
74,9eaa6f0f,90'+5,Yellow Card,Japhet Sery Larsen (Philadelphia Union) is shown the yellow card
73,9eaa6f0f,90'+4,Foul,"Seymour Reid (New York City Football Club) wins a free kick, after being fouled by Japhet Sery Larsen (Philadelphia Union)."
72,9eaa6f0f,90'+4,Substitution,"Substitution: I. Vassilev out, G. Martínez in"
71,9eaa6f0f,90'+3,Foul,"Nathan Harriel (Philadelphia Union) wins a free kick, after being fouled by Talles Magno (New York City Football Club)."
70,9eaa6f0f,90'+3,Attempt Saved,Attempt saved. Raul Gustavo's (New York City Football Club) with header from the center of the box with an xG of 6% is saved by Andre Blake.
69,9eaa6f0f,90'+3,Corner,"Corner from the left, (New York City Football Club). Executed by Agustín Ojeda."
68,9eaa6f0f,90'+2,Second Yellow,Olwethu Makhanya (Philadelphia Union) is shown the second yellow (red) card
67,9eaa6f0f,90',Foul,"Kevin O'Toole (New York City Football Club) wins a free kick, after being fouled by Cavan Sullivan (Philadelphia Union)."
66,9eaa6f0f,89',Substitution,"Substitution: N. Fernández out, T. Magno in"
65,9eaa6f0f,89',Penalty Goal,Goal! 1:1. Indiana Vassilev (Philadelphia Union) scored from penalty with left footed shot with an xG of 77% to the central zone.
64,9eaa6f0f,86',Foul,"Stas Korzeniowski (Philadelphia Union) wins a free kick, after being fouled by Thiago Martins (New York City Football Club)."
63,9eaa6f0f,85',Attempt Missed,Attempt missed. Nathan Harriel's (Philadelphia Union) with left footed shot from the center of the box with an xG of 22% misses to the left.
62,9eaa6f0f,85',Attempt Saved,Attempt blocked. Nathan Harriel's (Philadelphia Union) with right footed shot from the right side of the box with an xG of 5% is blocked by Tayvon Gray.
61,9eaa6f0f,83',Substitution,"Substitution: M. Iloski out, C. Sullivan in"
60,9eaa6f0f,83',Substitution,"Substitution: A. O'Neill out, K. Trewin in"
59,9eaa6f0f,83',Substitution,"Substitution: H. Wolf out, D. Baiera in"
58,9eaa6f0f,83',Substitution,"Substitution: B. Damiani out, S. Olivas in"
57,9eaa6f0f,82',Foul,"Japhet Sery Larsen (Philadelphia Union) wins a free kick, after being fouled by Nicolás Fernández (New York City Football Club)."
56,9eaa6f0f,82',Attempt Saved,Attempt saved. Seymour Reid's (New York City Football Club) with right footed shot from the central position outside the box with an xG of 36% is saved by Andre Blake.
55,9eaa6f0f,82',Corner,"Corner from the right, (Philadelphia Union). Executed by Indiana Vassilev."
54,9eaa6f0f,81',Attempt Saved,Attempt saved. Nathan Harriel's (Philadelphia Union) with right footed shot from the right side of the box with an xG of 6% is saved by Matt Freese.
53,9eaa6f0f,79',Foul,"Indiana Vassilev (Philadelphia Union) wins a free kick, after being fouled by Keaton Parks (New York City Football Club)."
52,9eaa6f0f,75',Post,Stas Korzeniowski (Philadelphia Union) hits the right post from the center of the box with an xG of 18%.
51,9eaa6f0f,75',Corner,"Corner from the left, (Philadelphia Union). Executed by Milan Iloski."
50,9eaa6f0f,75',Attempt Saved,Attempt blocked. Milan Iloski's (Philadelphia Union) with left footed shot from the left side of the box with an xG of 5% is blocked by Thiago Martins.
49,9eaa6f0f,74',Substitution,"Substitution: M. Moralez out, S. Reid in"
48,9eaa6f0f,66',Attempt Missed,Attempt missed. Nathan Harriel's (Philadelphia Union) with left footed shot from the center of the box with an xG of 6% goes over to the left.
47,9eaa6f0f,64',Offside,"Offside, Philadelphia Union. Milan Iloski is caught offside."
46,9eaa6f0f,63',Foul,"Stas Korzeniowski (Philadelphia Union) wins a free kick, after being fouled by Raul Gustavo (New York City Football Club)."
45,9eaa6f0f,62',Foul,"Nicolás Fernández (New York City Football Club) wins a free kick, after being fouled by Japhet Sery Larsen (Philadelphia Union)."
44,9eaa6f0f,60',Attempt Saved,Attempt saved. Stas Korzeniowski's (Philadelphia Union) with left footed shot from the left side of the box with an xG of 15% is saved by Matt Freese.
43,9eaa6f0f,59',Substitution,"Substitution: A. Anello out, S. Korzeniowski in"
42,9eaa6f0f,59',Substitution,"Substitution: F. Westfield out, B. Bender in"
41,9eaa6f0f,57',Foul,"Bruno Damiani (Philadelphia Union) wins a free kick, after being fouled by Thiago Martins (New York City Football Club)."
40,9eaa6f0f,57',Offside,"Offside, New York City Football Club. Maxi Moralez is caught offside."
39,9eaa6f0f,56',Foul,"Frankie Westfield (Philadelphia Union) wins a free kick, after being fouled by Keaton Parks (New York City Football Club)."
38,9eaa6f0f,56',Corner,"Corner from the right, (New York City Football Club). Executed by Nicolás Fernández."
37,9eaa6f0f,55',Corner,"Corner from the right, (New York City Football Club). Executed by Nicolás Fernández."
36,9eaa6f0f,54',Attempt Saved,Attempt saved. Agustín Anello's (Philadelphia Union) with right footed shot from the center of the box with an xG of 4% is saved by Matt Freese.
35,9eaa6f0f,54',Attempt Saved,Attempt blocked. Bruno Damiani's (Philadelphia Union) with left footed shot from the central position outside the box with an xG of 6% is blocked by Raul Gustavo.
34,9eaa6f0f,53',Offside,"Offside, New York City Football Club. Agustín Ojeda is caught offside."
33,9eaa6f0f,52',Foul,"Maxi Moralez (New York City Football Club) wins a free kick, after being fouled by Jovan Lukic (Philadelphia Union)."
32,9eaa6f0f,50',Foul,Foul by Maxi Moralez (New York City Football Club).
31,9eaa6f0f,50',Attempt Saved,Attempt saved. Nicolás Fernández's (New York City Football Club) with left footed shot from the left half-space outside the box with an xG of 2% is saved by Andre Blake.
30,9eaa6f0f,48',Foul,"Tayvon Gray (New York City Football Club) wins a free kick, after being fouled by Nathan Harriel (Philadelphia Union)."
29,9eaa6f0f,45'+2,Corner,"Corner from the left, (Philadelphia Union). Executed by Milan Iloski."
28,9eaa6f0f,45'+2,Attempt Saved,Attempt blocked. Milan Iloski's (Philadelphia Union) with left footed shot from the left side of the box with an xG of 3% is blocked by Tayvon Gray.
27,9eaa6f0f,45',Attempt Missed,Attempt missed. Milan Iloski's (Philadelphia Union) with right footed shot from the central position outside the box with an xG of 3% misses to the left.
26,9eaa6f0f,44',Attempt Saved,Attempt saved. Tayvon Gray's (New York City Football Club) with right footed shot from the right side of the box with an xG of 5% is saved by Andre Blake.
25,9eaa6f0f,39',Yellow Card,Aiden O'Neill (New York City Football Club) is shown the yellow card
24,9eaa6f0f,39',Foul,"Bruno Damiani (Philadelphia Union) wins a free kick, after being fouled by Aiden O'Neill (New York City Football Club)."
23,9eaa6f0f,38',Foul,"Bruno Damiani (Philadelphia Union) wins a free kick, after being fouled by Keaton Parks (New York City Football Club)."
22,9eaa6f0f,36',Corner,Goal! 0:1. Hannes Wolf (New York City Football Club) scored with left footed shot from the center of the box with an xG of 48% to the top right corner.
21,9eaa6f0f,36',Attempt Saved,Attempt saved. Nicolás Fernández's (New York City Football Club) with left footed shot from the left side of the box with an xG of 14% is saved by Andre Blake.
20,9eaa6f0f,34',Attempt Saved,Attempt saved. Kevin O'Toole's (New York City Football Club) with left footed shot from the center of the box with an xG of 14% is saved by Andre Blake.
19,9eaa6f0f,29',Foul,"Hannes Wolf (New York City Football Club) wins a free kick, after being fouled by Danley Jean Jacques (Philadelphia Union)."
18,9eaa6f0f,29',Attempt Saved,Attempt saved. Kevin O'Toole's (New York City Football Club) with header from the center of the box with an xG of 4% is saved by Andre Blake.
17,9eaa6f0f,29',Corner,"Corner from the right, (New York City Football Club). Executed by Nicolás Fernández."
16,9eaa6f0f,26',Post,Agustín Ojeda (New York City Football Club) hits the right post from the center of the box with an xG of 16%.
15,9eaa6f0f,23',Yellow Card,Olwethu Makhanya (Philadelphia Union) is shown the yellow card
14,9eaa6f0f,23',Foul,"Maxi Moralez (New York City Football Club) wins a free kick, after being fouled by Olwethu Makhanya (Philadelphia Union)."
13,9eaa6f0f,22',Corner,"Corner from the left, (Philadelphia Union). Executed by Milan Iloski."
12,9eaa6f0f,22',Attempt Saved,Attempt blocked. Nathan Harriel's (Philadelphia Union) with header from the center of the box with an xG of 21% is blocked by Aiden O'Neill.
11,9eaa6f0f,20',Yellow Card,Tayvon Gray (New York City Football Club) is shown the yellow card
10,9eaa6f0f,20',Foul,"Agustín Anello (Philadelphia Union) wins a free kick, after being fouled by Tayvon Gray (New York City Football Club)."
9,9eaa6f0f,19',Attempt Missed,Attempt missed. Milan Iloski's (Philadelphia Union) with right footed shot from the center of the box with an xG of 3% goes over to the left.
8,9eaa6f0f,16',Attempt Missed,Attempt missed. Danley Jean Jacques's (Philadelphia Union) with right footed shot from the right side of the box with an xG of 3% misses to the right.
7,9eaa6f0f,13',Foul,"Nicolás Fernández (New York City Football Club) wins a free kick, after being fouled by Japhet Sery Larsen (Philadelphia Union)."
6,9eaa6f0f,11',Attempt Missed,Attempt missed. Danley Jean Jacques's (Philadelphia Union) with right footed shot from the central position outside the box with an xG of 2% misses to the left.
5,9eaa6f0f,9',Foul,"Matt Freese (New York City Football Club) wins a free kick, after being fouled by Agustín Anello (Philadelphia Union)."
4,9eaa6f0f,9',Corner,"Corner from the left, (Philadelphia Union). Executed by Milan Iloski."
3,9eaa6f0f,5',Attempt Saved,Attempt blocked. Hannes Wolf's (New York City Football Club) with right footed shot from the left side of the box with an xG of 5% is blocked by Japhet Sery Larsen.
2,9eaa6f0f,4',Foul,"Indiana Vassilev (Philadelphia Union) wins a free kick, after being fouled by Kevin O'Toole (New York City Football Club)."
1,9eaa6f0f,2',Foul,"Nicolás Fernández (New York City Football Club) wins a free kick, after being fouled by Japhet Sery Larsen (Philadelphia Union)."
84,f5d62f89,90'+6,Yellow Card,Gabriel Pirani (D.C. United) is shown the yellow card
83,f5d62f89,90'+5,Foul,"Jon Gallagher (Austin FC) wins a free kick, after being fouled by Gabriel Pirani (D.C. United)."
82,f5d62f89,90'+4,Attempt Saved,Attempt blocked. Myrto Uzuni's (Austin FC) with left footed shot from the center of the box with an xG of 11% is blocked by Kye Rowles.
81,f5d62f89,90'+3,Yellow Card,Keisuke Kurokawa (D.C. United) is shown the yellow card
80,f5d62f89,90'+2,Foul,"Myrto Uzuni (Austin FC) wins a free kick, after being fouled by Keisuke Kurokawa (D.C. United)."
79,f5d62f89,90',Substitution,"Substitution: F. Torres out, J. Bell in"
78,f5d62f89,90',Substitution,"Substitution: B. Servania out, N. Markovic in"
77,f5d62f89,89',Attempt Saved,Attempt blocked. Louis Munteanu's (D.C. United) with right footed shot from the left half-space outside the box with an xG of 2% is blocked by Oleksandr Svatok.
76,f5d62f89,87',Yellow Card,Besard Sabovic (Austin FC) is shown the yellow card
75,f5d62f89,87',Foul,"Brandon Servania (D.C. United) wins a free kick, after being fouled by Besard Sabovic (Austin FC)."
74,f5d62f89,85',Foul,"Brendan Hines-Ike (Austin FC) wins a free kick, after being fouled by Tai Baribo (D.C. United)."
73,f5d62f89,85',Corner,"Corner from the right, (D.C. United). Executed by Jackson Hopkins."
72,f5d62f89,82',Corner,Goal! 1:0. Christian Ramírez (Austin FC) scored with header from the center of the box to the bottom right corner.
71,f5d62f89,82',Attempt Saved,Attempt blocked. Besard Sabovic's (Austin FC) with right footed shot from the left side of the box with an xG of 16% is blocked by Matti Peltola.
70,f5d62f89,81',Foul,"Jon Gallagher (Austin FC) wins a free kick, after being fouled by Gabriel Pirani (D.C. United)."
69,f5d62f89,79',Yellow Card,Dani Pereira (Austin FC) is shown the yellow card
68,f5d62f89,79',Foul,"Tai Baribo (D.C. United) wins a free kick, after being fouled by Dani Pereira (Austin FC)."
67,f5d62f89,79',Foul,"Besard Sabovic (Austin FC) wins a free kick, after being fouled by Louis Munteanu (D.C. United)."
66,f5d62f89,78',Attempt Missed,Attempt missed. Gabriel Pirani's (D.C. United) with left footed shot from the left side of the box with an xG of 7% goes over.
65,f5d62f89,77',Substitution,"Substitution: J. Peglow out, L. Munteanu in"
64,f5d62f89,77',Substitution,"Substitution: J. Rosales out, C. Fodrey in"
63,f5d62f89,77',Foul,"Gabriel Pirani (D.C. United) wins a free kick, after being fouled by Dani Pereira (Austin FC)."
62,f5d62f89,76',Foul,"Jackson Hopkins (D.C. United) wins a free kick, after being fouled by Joseph Rosales (Austin FC)."
61,f5d62f89,75',Attempt Missed,Attempt missed. Joseph Rosales's (Austin FC) with left footed shot from the right half-space outside the box with an xG of 3% goes over to the left.
60,f5d62f89,75',Corner,"Corner from the right, (Austin FC). Executed by Facundo Torres."
59,f5d62f89,73',Corner,"Corner from the right, (Austin FC). Executed by Facundo Torres."
58,f5d62f89,72',Attempt Missed,Lucas Bartlett (D.C. United) with header from the center of the box with an xG of 4%.
57,f5d62f89,72',Corner,"Corner from the right, (D.C. United). Executed by Jackson Hopkins."
56,f5d62f89,68',Attempt Saved,Attempt blocked. Brendan Hines-Ike's (Austin FC) with right footed shot from the center of the box with an xG of 6% is blocked by Kye Rowles.
55,f5d62f89,68',Attempt Saved,Attempt saved. Oleksandr Svatok's (Austin FC) with right footed shot from the center of the box with an xG of 15% is saved by Sean Johnson.
54,f5d62f89,68',Attempt Missed,Guilherme Biro (Austin FC) with left footed shot from the center of the box with an xG of 2%.
53,f5d62f89,68',Corner,"Corner from the left, (Austin FC). Executed by Facundo Torres."
52,f5d62f89,68',Substitution,"Substitution: J. Nelson out, C. Ramírez in"
51,f5d62f89,67',Substitution,"Substitution: I. Sánchez out, B. Sabovic in"
50,f5d62f89,64',Attempt Missed,Attempt missed. Tai Baribo's (D.C. United) with header from the center of the box with an xG of 9% goes over.
49,f5d62f89,63',Foul,"Silvan Hefti (D.C. United) wins a free kick, after being fouled by Jayden Nelson (Austin FC)."
48,f5d62f89,61',Corner,"Corner from the left, (Austin FC). Executed by Facundo Torres."
47,f5d62f89,58',Corner,"Corner from the right, (Austin FC). Executed by Facundo Torres."
46,f5d62f89,57',Attempt Saved,Attempt saved. Facundo Torres's (Austin FC) with left footed shot from the central position outside the box with an xG of 3% is saved by Sean Johnson.
45,f5d62f89,56',Corner,"Corner from the left, (D.C. United). Executed by Jackson Hopkins."
44,f5d62f89,53',Foul,"Matti Peltola (D.C. United) wins a free kick, after being fouled by Jayden Nelson (Austin FC)."
43,f5d62f89,51',Foul,"Gabriel Pirani (D.C. United) wins a free kick, after being fouled by Oleksandr Svatok (Austin FC)."
42,f5d62f89,49',Foul,"Dani Pereira (Austin FC) wins a free kick, after being fouled by Matti Peltola (D.C. United)."
41,f5d62f89,48',Foul,"Brendan Hines-Ike (Austin FC) wins a free kick, after being fouled by Jackson Hopkins (D.C. United)."
40,f5d62f89,HT,Substitution,"Substitution: J. Stroud out, J. Hopkins in"
39,f5d62f89,HT,Substitution,"Substitution: H. Kijima out, G. Pirani in"
38,f5d62f89,45',Attempt Missed,Attempt missed. Dani Pereira's (Austin FC) with right footed shot from the right half-space outside the box with an xG of 2% goes over to the right.
37,f5d62f89,44',Foul,"Facundo Torres (Austin FC) wins a free kick, after being fouled by Matti Peltola (D.C. United)."
36,f5d62f89,42',Corner,"Corner from the left, (Austin FC). Executed by Facundo Torres."
35,f5d62f89,41',Attempt Saved,Attempt blocked. Jayden Nelson's (Austin FC) with right footed shot from the left side of the box with an xG of 7% is blocked by Silvan Hefti.
34,f5d62f89,39',Foul,"Silvan Hefti (D.C. United) wins a free kick, after being fouled by Guilherme Biro (Austin FC)."
33,f5d62f89,39',Foul,"Jayden Nelson (Austin FC) wins a free kick, after being fouled by Brandon Servania (D.C. United)."
32,f5d62f89,36',Attempt Saved,Attempt saved. Brendan Hines-Ike's (Austin FC) with header from the center of the box with an xG of 6% is saved by Sean Johnson.
31,f5d62f89,35',Foul,"Dani Pereira (Austin FC) wins a free kick, after being fouled by João Peglow (D.C. United)."
30,f5d62f89,34',Attempt Saved,Attempt saved. João Peglow's (D.C. United) with right footed shot from the central position outside the box with an xG of 4% is saved by Brad Stuver.
29,f5d62f89,33',Offside,"Offside, Austin FC. Joseph Rosales is caught offside."
28,f5d62f89,32',Foul,"Dani Pereira (Austin FC) wins a free kick, after being fouled by João Peglow (D.C. United)."
27,f5d62f89,29',Yellow Card,Facundo Torres (Austin FC) is shown the yellow card
26,f5d62f89,29',Foul,"Brandon Servania (D.C. United) wins a free kick, after being fouled by Joseph Rosales (Austin FC)."
25,f5d62f89,27',Foul,"Ilie Sánchez (Austin FC) wins a free kick, after being fouled by João Peglow (D.C. United)."
24,f5d62f89,26',Attempt Saved,Attempt saved. Facundo Torres's (Austin FC) with left footed shot from the right side of the box with an xG of 2% is saved by Sean Johnson.
23,f5d62f89,25',Attempt Saved,Attempt saved. Hosei Kijima's (D.C. United) with left footed shot from the central position outside the box with an xG of 6% is saved by Brad Stuver.
22,f5d62f89,23',Foul,"Jayden Nelson (Austin FC) wins a free kick, after being fouled by Matti Peltola (D.C. United)."
21,f5d62f89,21',Foul,"Jared Stroud (D.C. United) wins a free kick, after being fouled by Jayden Nelson (Austin FC)."
20,f5d62f89,20',Foul,"Joseph Rosales (Austin FC) wins a free kick, after being fouled by Keisuke Kurokawa (D.C. United)."
19,f5d62f89,16',Foul,"Guilherme Biro (Austin FC) wins a free kick, after being fouled by Tai Baribo (D.C. United)."
18,f5d62f89,15',Attempt Missed,Attempt missed. João Peglow's (D.C. United) with right footed shot from the center of the box with an xG of 6% goes over to the left.
17,f5d62f89,15',Attempt Missed,Jared Stroud (D.C. United) with right footed shot from the right half-space outside the box with an xG of 2%.
16,f5d62f89,15',Corner,"Corner from the left, (D.C. United). Executed by Brandon Servania."
15,f5d62f89,14',Attempt Missed,Attempt missed. Oleksandr Svatok's (Austin FC) with header from the center of the box with an xG of 18% misses to the left.
14,f5d62f89,14',Corner,"Corner from the right, (Austin FC). Executed by Facundo Torres."
13,f5d62f89,12',Yellow Card,Jared Stroud (D.C. United) is shown the yellow card
12,f5d62f89,12',Foul,"Facundo Torres (Austin FC) wins a free kick, after being fouled by Jared Stroud (D.C. United)."
11,f5d62f89,11',Foul,"Silvan Hefti (D.C. United) wins a free kick, after being fouled by Facundo Torres (Austin FC)."
10,f5d62f89,8',Foul,"Oleksandr Svatok (Austin FC) wins a free kick, after being fouled by João Peglow (D.C. United)."
9,f5d62f89,6',Foul,"Matti Peltola (D.C. United) wins a free kick, after being fouled by Facundo Torres (Austin FC)."
8,f5d62f89,6',Attempt Saved,Attempt saved. Guilherme Biro's (Austin FC) with header from the center of the box with an xG of 13% is saved by Sean Johnson.
7,f5d62f89,5',Corner,"Corner from the left, (Austin FC). Executed by Facundo Torres."
6,f5d62f89,5',Attempt Saved,Attempt saved. Ilie Sánchez's (Austin FC) with left footed shot from the center of the box with an xG of 13% is saved by Sean Johnson.
5,f5d62f89,5',Attempt Saved,Attempt saved. Ilie Sánchez's (Austin FC) with header from the center of the box with an xG of 13% is saved by Sean Johnson.
4,f5d62f89,5',Corner,"Corner from the left, (Austin FC). Executed by Facundo Torres."
3,f5d62f89,4',Corner,"Corner from the right, (Austin FC). Executed by Facundo Torres."
2,f5d62f89,2',Foul,Foul by Jared Stroud (D.C. United).
1,f5d62f89,2',Foul,"Tai Baribo (D.C. United) wins a free kick, after being fouled by Brendan Hines-Ike (Austin FC)."
79,ff05beda,90'+12,Attempt Missed,Attempt missed. Griffin Dorsey's (Orlando City) with left footed shot from the central position outside the box with an xG of 4% goes over to the left.
78,ff05beda,90'+12,Foul,"Braian Ojeda (Orlando City) wins a free kick, after being fouled by Germán Berterame (Inter Miami CF)."
77,ff05beda,90'+10,Foul,"Tahir Reid-Brown (Orlando City) wins a free kick, after being fouled by Germán Berterame (Inter Miami CF)."
76,ff05beda,90'+9,Foul,"Rodrigo De Paul (Inter Miami CF) wins a free kick, after being fouled by Braian Ojeda (Orlando City)."
75,ff05beda,90'+8,Yellow Card,Rodrigo De Paul (Inter Miami CF) is shown the yellow card
74,ff05beda,90'+8,Foul,"Mateo Silvetti (Inter Miami CF) wins a free kick, after being fouled by David Brekalo (Orlando City)."
73,ff05beda,90'+5,Attempt Missed,Attempt missed. Tyrese Spicer's (Orlando City) with left footed shot from the right half-space outside the box with an xG of 2% goes over.
72,ff05beda,90'+5,Foul,"Iago Teodoro da Silva Nogueira (Orlando City) wins a free kick, after being fouled by Lionel Messi (Inter Miami CF)."
71,ff05beda,90'+4,Yellow Card,Telasco Segovia (Inter Miami CF) is shown the yellow card
70,ff05beda,90'+3,Foul,"Braian Ojeda (Orlando City) wins a free kick, after being fouled by Telasco Segovia (Inter Miami CF)."
69,ff05beda,90'+2,Substitution,"Substitution: T. Allende out, G. Luján in"
68,ff05beda,90',Corner,Goal! 2:4. Lionel Messi (Inter Miami CF) scored from free kick with left footed shot from the central position outside the box with an xG of 5% to the bottom left corner.
67,ff05beda,88',Second Yellow,Colin Guske (Orlando City) is shown the second yellow (red) card
66,ff05beda,88',Foul,"Lionel Messi (Inter Miami CF) wins a free kick, after being fouled by Colin Guske (Orlando City)."
65,ff05beda,85',Goal,Goal! 2:3. Telasco Segovia (Inter Miami CF) scored with right footed shot from the center of the box with an xG of 10% to the middle right zone.
64,ff05beda,83',Offside,"Offside, Inter Miami CF. Mateo Silvetti is caught offside."
63,ff05beda,81',Attempt Missed,Micael dos Santos (Inter Miami CF) with header from the center of the box with an xG of 14%.
62,ff05beda,81',Corner,"Corner from the left, (Inter Miami CF). Executed by Rodrigo De Paul."
61,ff05beda,80',Corner,"Corner from the right, (Inter Miami CF). Executed by Lionel Messi."
60,ff05beda,79',Substitution,"Substitution: M. Pašalić out, Tiago in"
59,ff05beda,79',Substitution,"Substitution: I. Angulo out, E. Atuesta in"
58,ff05beda,78',Attempt Saved,Attempt saved. David Brekalo's (Orlando City) with right footed shot from the center of the box with an xG of 8% is saved by Dayne St. Clair.
57,ff05beda,75',Foul,"Tadeo Allende (Inter Miami CF) wins a free kick, after being fouled by Tahir Reid-Brown (Orlando City)."
56,ff05beda,74',Yellow Card,Marco Pašalić (Orlando City) is shown the yellow card
55,ff05beda,74',Foul,"Maximiliano Falcón (Inter Miami CF) wins a free kick, after being fouled by Marco Pašalić (Orlando City)."
54,ff05beda,73',Foul,"Tyrese Spicer (Orlando City) wins a free kick, after being fouled by Maximiliano Falcón (Inter Miami CF)."
53,ff05beda,73',Foul,"Colin Guske (Orlando City) wins a free kick, after being fouled by Germán Berterame (Inter Miami CF)."
52,ff05beda,71',Yellow Card,Griffin Dorsey (Orlando City) is shown the yellow card
