stat_name,home_value,away_value,category,tip_id,home_possession,home_advantage,away_possession,away_advantage,match_id,date,home_team,away_team
XG Conceded,2,0.4,general,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Interceptions,0,2,general,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Goals,1,1,shooting,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
On Target,2,3,shooting,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Off Target,2,4,shooting,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Blocked,2,2,shooting,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Overall %,86.4,91.9,passing,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Open Play Pass %,86.8,92,passing,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Set Piece Cross %,0,16.7,passing,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Open Play Cross %,0,28.6,passing,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_0,Home Possession: 45.85%,Home Advantage: N/A,Away Possession: 54.15%,Away Advantage: 8.3%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_1,Home Possession: 51.31%,Home Advantage: 2.62%,Away Possession: 48.69%,Away Advantage: N/A,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2,Home Possession: 46.85%,Home Advantage: N/A,Away Possession: 53.15%,Away Advantage: 6.3%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_3,Home Possession: 61.07%,Home Advantage: 22.14%,Away Possession: 38.93%,Away Advantage: N/A,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_4,Home Possession: 67.15%,Home Advantage: 34.3%,Away Possession: 32.85%,Away Advantage: N/A,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_5,Home Possession: 49.29%,Home Advantage: N/A,Away Possession: 50.71%,Away Advantage: 1.42%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_6,Home Possession: 69.54%,Home Advantage: 39.08%,Away Possession: 30.46%,Away Advantage: N/A,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_7,Home Possession: 60.02%,Home Advantage: 20.04%,Away Possession: 39.98%,Away Advantage: N/A,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_8,Home Possession: 50.22%,Home Advantage: 0.44%,Away Possession: 49.78%,Away Advantage: N/A,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_0,Home Possession: 41.93%,Home Advantage: N/A,Away Possession: 58.07%,Away Advantage: 16.14%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_1,Home Possession: 39.74%,Home Advantage: N/A,Away Possession: 60.26%,Away Advantage: 20.52%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_2,Home Possession: 23.31%,Home Advantage: N/A,Away Possession: 76.69%,Away Advantage: 53.38%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_3,Home Possession: 49.55%,Home Advantage: N/A,Away Possession: 50.45%,Away Advantage: 0.9%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_4,Home Possession: 39.66%,Home Advantage: N/A,Away Possession: 60.34%,Away Advantage: 20.68%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_5,Home Possession: 35.27%,Home Advantage: N/A,Away Possession: 64.73%,Away Advantage: 29.46%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_6,Home Possession: 64.04%,Home Advantage: 28.08%,Away Possession: 35.96%,Away Advantage: N/A,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_7,Home Possession: 42.67%,Home Advantage: N/A,Away Possession: 57.33%,Away Advantage: 14.66%,673356d5,2025-04-12,LA Galaxy,Houston
,,,possession,bar_2_8,Home Possession: 56.86%,Home Advantage: 13.72%,Away Possession: 43.14%,Away Advantage: N/A,673356d5,2025-04-12,LA Galaxy,Houston
Total Team XG,0.4,2,xg,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Shots,6,13,xg,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Shots On Target,2,3,xg,,,,,,673356d5,2025-04-12,LA Galaxy,Houston
Possession %,53.7,46.3,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Shots,17,9,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Shots on Target,5,4,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Blocked Shots,5,3,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Total Passes,419,367,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Passing Accuracy %,88.5,87.2,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Corners,7,5,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Total Crosses,24,5,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Offsides,2,0,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Aerial Duels Won,13,6,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Expected Goals,1.6,1.4,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Goalkeeper Saves,3,4,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Clearances,8,22,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Fouls,7,7,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Yellow Cards,1,4,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Red Cards,0,0,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Overall %,88.5,87.2,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Open Play Pass %,89.4,88.9,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Set Piece Cross %,0,0,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Open Play Cross %,12.5,20,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Goals,1,1,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
On Target,5,4,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Off Target,16,8,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Blocked,5,3,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Goals Conceded,1,1,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Shots Against,17,9,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Clean Sheets,0,0,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
XG Conceded,1.4,1.6,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Interceptions,1,3,general,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Goals,1,1,shooting,,,,,,28d3f298,2024-04-27,Nashville,San Jose
On Target,5,4,shooting,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Off Target,6,2,shooting,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Blocked,5,3,shooting,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Overall %,88.5,87.2,passing,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Open Play Pass %,89.4,88.9,passing,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Set Piece Cross %,0,0,passing,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Open Play Cross %,12.5,20,passing,,,,,,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_0,Home Possession: 50.85%,Home Advantage: 1.7%,Away Possession: 49.15%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_1,Home Possession: 48.64%,Home Advantage: N/A,Away Possession: 51.36%,Away Advantage: 2.72%,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2,Home Possession: 22.78%,Home Advantage: N/A,Away Possession: 77.22%,Away Advantage: 54.44%,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_3,Home Possession: 35.25%,Home Advantage: N/A,Away Possession: 64.75%,Away Advantage: 29.5%,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_4,Home Possession: 53.97%,Home Advantage: 7.94%,Away Possession: 46.03%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_5,Home Possession: 58.23%,Home Advantage: 16.46%,Away Possession: 41.77%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_6,Home Possession: 32.37%,Home Advantage: N/A,Away Possession: 67.63%,Away Advantage: 35.26%,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_7,Home Possession: 40.49%,Home Advantage: N/A,Away Possession: 59.51%,Away Advantage: 19.02%,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_8,Home Possession: 81.39%,Home Advantage: 62.78%,Away Possession: 18.61%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_0,Home Possession: 52.72%,Home Advantage: 5.44%,Away Possession: 47.28%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_1,Home Possession: 60.07%,Home Advantage: 20.14%,Away Possession: 39.93%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_2,Home Possession: 48.77%,Home Advantage: N/A,Away Possession: 51.23%,Away Advantage: 2.46%,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_3,Home Possession: 51.14%,Home Advantage: 2.28%,Away Possession: 48.86%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_4,Home Possession: 55.77%,Home Advantage: 11.54%,Away Possession: 44.23%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_5,Home Possession: 65.54%,Home Advantage: 31.08%,Away Possession: 34.46%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_6,Home Possession: 50.25%,Home Advantage: 0.5%,Away Possession: 49.75%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_7,Home Possession: 85.19%,Home Advantage: 70.38%,Away Possession: 14.81%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
,,,possession,bar_2_8,Home Possession: 50.72%,Home Advantage: 1.44%,Away Possession: 49.28%,Away Advantage: N/A,28d3f298,2024-04-27,Nashville,San Jose
Total Team XG,1.6,1.4,xg,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Shots,17,9,xg,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Shots On Target,5,4,xg,,,,,,28d3f298,2024-04-27,Nashville,San Jose
Possession %,50.4,49.6,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Shots,17,8,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Shots on Target,4,4,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Blocked Shots,9,3,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Total Passes,493,479,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Passing Accuracy %,84,83.5,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Corners,5,4,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Total Crosses,8,4,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Offsides,3,7,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Aerial Duels Won,6,11,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Expected Goals,1.5,0.6,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Goalkeeper Saves,3,2,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Clearances,11,12,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Fouls,15,11,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Yellow Cards,3,3,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Red Cards,0,0,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Overall %,84,83.5,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Open Play Pass %,84,83.5,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Set Piece Cross %,33.3,0,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Open Play Cross %,12.5,0,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Goals,2,1,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
On Target,4,4,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Off Target,15,7,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Blocked,9,3,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Goals Conceded,1,2,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Shots Against,17,8,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Clean Sheets,0,0,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
XG Conceded,0.6,1.5,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Interceptions,1,0,general,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Goals,2,1,shooting,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
On Target,4,4,shooting,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Off Target,3,1,shooting,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Blocked,9,3,shooting,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Overall %,84,83.5,passing,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Open Play Pass %,84,83.5,passing,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Set Piece Cross %,33.3,0,passing,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Open Play Cross %,12.5,0,passing,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_0,Home Possession: 52.49%,Home Advantage: 4.98%,Away Possession: 47.51%,Away Advantage: N/A,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_1,Home Possession: 65.68%,Home Advantage: 31.36%,Away Possession: 34.32%,Away Advantage: N/A,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2,Home Possession: 63.61%,Home Advantage: 27.22%,Away Possession: 36.39%,Away Advantage: N/A,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_3,Home Possession: 56.38%,Home Advantage: 12.76%,Away Possession: 43.62%,Away Advantage: N/A,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_4,Home Possession: 28.11%,Home Advantage: N/A,Away Possession: 71.89%,Away Advantage: 43.78%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_5,Home Possession: 42.13%,Home Advantage: N/A,Away Possession: 57.87%,Away Advantage: 15.74%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_6,Home Possession: 47.58%,Home Advantage: N/A,Away Possession: 52.42%,Away Advantage: 4.84%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_7,Home Possession: 59.94%,Home Advantage: 19.88%,Away Possession: 40.06%,Away Advantage: N/A,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_8,Home Possession: 33.06%,Home Advantage: N/A,Away Possession: 66.94%,Away Advantage: 33.88%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_0,Home Possession: 78.68%,Home Advantage: 57.36%,Away Possession: 21.32%,Away Advantage: N/A,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_1,Home Possession: 35.07%,Home Advantage: N/A,Away Possession: 64.93%,Away Advantage: 29.86%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_2,Home Possession: 42.81%,Home Advantage: N/A,Away Possession: 57.19%,Away Advantage: 14.38%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_3,Home Possession: 43.95%,Home Advantage: N/A,Away Possession: 56.05%,Away Advantage: 12.1%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_4,Home Possession: 46.02%,Home Advantage: N/A,Away Possession: 53.98%,Away Advantage: 7.96%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_5,Home Possession: 45.78%,Home Advantage: N/A,Away Possession: 54.22%,Away Advantage: 8.44%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_6,Home Possession: 56.1%,Home Advantage: 12.2%,Away Possession: 43.9%,Away Advantage: N/A,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_7,Home Possession: 49.38%,Home Advantage: N/A,Away Possession: 50.62%,Away Advantage: 1.24%,8e29fa31,2024-04-13,Montréal,Cincinnati
,,,possession,bar_2_8,Home Possession: 36.48%,Home Advantage: N/A,Away Possession: 63.52%,Away Advantage: 27.04%,8e29fa31,2024-04-13,Montréal,Cincinnati
Total Team XG,1.5,0.6,xg,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Shots,17,8,xg,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Shots On Target,4,4,xg,,,,,,8e29fa31,2024-04-13,Montréal,Cincinnati
Possession %,44,56,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Shots,8,16,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Shots on Target,4,5,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Blocked Shots,1,4,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Total Passes,413,597,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Passing Accuracy %,79.7,87.3,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Corners,2,5,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Total Crosses,8,9,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Offsides,1,0,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Aerial Duels Won,19,15,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Expected Goals,1.1,1.7,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Goalkeeper Saves,5,2,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Clearances,7,3,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Fouls,10,17,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Yellow Cards,2,1,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Red Cards,0,0,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Overall %,79.7,87.3,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Open Play Pass %,81.5,87.3,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Set Piece Cross %,50,0,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Open Play Cross %,12.5,11.1,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Goals,2,2,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
On Target,4,5,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Off Target,6,15,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Blocked,1,4,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Goals Conceded,2,2,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Shots Against,8,16,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Clean Sheets,0,0,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
XG Conceded,1.7,1.1,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Interceptions,2,2,general,,,,,,4358c7d6,2025-10-18,New England,Chicago
Goals,2,2,shooting,,,,,,4358c7d6,2025-10-18,New England,Chicago
On Target,4,5,shooting,,,,,,4358c7d6,2025-10-18,New England,Chicago
Off Target,3,7,shooting,,,,,,4358c7d6,2025-10-18,New England,Chicago
Blocked,1,4,shooting,,,,,,4358c7d6,2025-10-18,New England,Chicago
Overall %,79.7,87.3,passing,,,,,,4358c7d6,2025-10-18,New England,Chicago
Open Play Pass %,81.5,87.3,passing,,,,,,4358c7d6,2025-10-18,New England,Chicago
Set Piece Cross %,50,0,passing,,,,,,4358c7d6,2025-10-18,New England,Chicago
Open Play Cross %,12.5,11.1,passing,,,,,,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_0,Home Possession: 53.05%,Home Advantage: 6.1%,Away Possession: 46.95%,Away Advantage: N/A,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_1,Home Possession: 23.78%,Home Advantage: N/A,Away Possession: 76.22%,Away Advantage: 52.44%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2,Home Possession: 35.91%,Home Advantage: N/A,Away Possession: 64.09%,Away Advantage: 28.18%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_3,Home Possession: 47.61%,Home Advantage: N/A,Away Possession: 52.39%,Away Advantage: 4.78%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_4,Home Possession: 24.93%,Home Advantage: N/A,Away Possession: 75.07%,Away Advantage: 50.14%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_5,Home Possession: 58.88%,Home Advantage: 17.76%,Away Possession: 41.12%,Away Advantage: N/A,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_6,Home Possession: 36.55%,Home Advantage: N/A,Away Possession: 63.45%,Away Advantage: 26.9%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_7,Home Possession: 54.07%,Home Advantage: 8.14%,Away Possession: 45.93%,Away Advantage: N/A,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_8,Home Possession: 48.46%,Home Advantage: N/A,Away Possession: 51.54%,Away Advantage: 3.08%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_0,Home Possession: 50.19%,Home Advantage: 0.38%,Away Possession: 49.81%,Away Advantage: N/A,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_1,Home Possession: 58.32%,Home Advantage: 16.64%,Away Possession: 41.68%,Away Advantage: N/A,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_2,Home Possession: 59.16%,Home Advantage: 18.32%,Away Possession: 40.84%,Away Advantage: N/A,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_3,Home Possession: 41.68%,Home Advantage: N/A,Away Possession: 58.32%,Away Advantage: 16.64%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_4,Home Possession: 30.63%,Home Advantage: N/A,Away Possession: 69.37%,Away Advantage: 38.74%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_5,Home Possession: 39.4%,Home Advantage: N/A,Away Possession: 60.6%,Away Advantage: 21.2%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_6,Home Possession: 53.79%,Home Advantage: 7.58%,Away Possession: 46.21%,Away Advantage: N/A,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_7,Home Possession: 39.84%,Home Advantage: N/A,Away Possession: 60.16%,Away Advantage: 20.32%,4358c7d6,2025-10-18,New England,Chicago
,,,possession,bar_2_8,Home Possession: 45.01%,Home Advantage: N/A,Away Possession: 54.99%,Away Advantage: 9.98%,4358c7d6,2025-10-18,New England,Chicago
Total Team XG,1,1.7,xg,,,,,,4358c7d6,2025-10-18,New England,Chicago
Shots,8,16,xg,,,,,,4358c7d6,2025-10-18,New England,Chicago
Shots On Target,4,5,xg,,,,,,4358c7d6,2025-10-18,New England,Chicago
Possession %,60.7,39.3,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Shots,18,10,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Shots on Target,7,6,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Blocked Shots,4,2,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Total Passes,564,323,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Passing Accuracy %,89,82,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Corners,9,1,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Total Crosses,18,7,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Offsides,4,3,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Aerial Duels Won,6,10,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Expected Goals,3,2,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Goalkeeper Saves,3,6,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Clearances,6,12,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Fouls,12,7,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Yellow Cards,2,1,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Red Cards,0,0,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Overall %,89,82,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Open Play Pass %,89,81.8,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Set Piece Cross %,12.5,50,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Open Play Cross %,22.2,57.1,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Goals,1,3,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
On Target,7,6,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Off Target,17,7,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Blocked,4,2,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Goals Conceded,3,1,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Shots Against,18,10,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Clean Sheets,0,0,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
XG Conceded,2,3,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Interceptions,1,3,general,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Goals,1,3,shooting,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
On Target,7,6,shooting,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Off Target,6,2,shooting,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Blocked,4,2,shooting,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Overall %,89,82,passing,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Open Play Pass %,89,81.8,passing,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Set Piece Cross %,12.5,50,passing,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
Open Play Cross %,22.2,57.1,passing,,,,,,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_0,Home Possession: 52.48%,Home Advantage: 4.96%,Away Possession: 47.52%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_1,Home Possession: 72.17%,Home Advantage: 44.34%,Away Possession: 27.83%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_2,Home Possession: 67.71%,Home Advantage: 35.42%,Away Possession: 32.29%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_3,Home Possession: 51.24%,Home Advantage: 2.48%,Away Possession: 48.76%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_4,Home Possession: 81.01%,Home Advantage: 62.02%,Away Possession: 18.99%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_5,Home Possession: 70.8%,Home Advantage: 41.6%,Away Possession: 29.2%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
,,,possession,bar_6,Home Possession: 67.89%,Home Advantage: 35.78%,Away Possession: 32.11%,Away Advantage: N/A,2aa1eccc,2025-07-25,Columbus,Orlando
